;Scopy version,f4beeb1
;Exported on,mardi décembre 17/12/2024
;Device,M2K
;Nr of samples,16937
;Sample rate,1000
;Tool,Oscilloscope
;Additional Information,
Sample,Time(S),CH1(V),CH2(V)
9551,9.551,-0.0399936,-0.0415663
9552,9.552,-0.0399936,-0.0415663
9553,9.553,-0.0399936,-0.0415663
9554,9.554,-0.0399936,-0.0415663
9555,9.555,-0.0399936,-0.0415663
9556,9.556,-0.0399936,-0.0415663
9557,9.557,-0.0399936,-0.0415663
9558,9.558,-0.0399936,-0.0415663
9559,9.559,-0.0399936,-0.0415663
9560,9.56,-0.0399936,-0.0415663
9561,9.561,-0.0399936,-0.0415663
9562,9.562,-0.0399936,-0.0415663
9563,9.563,-0.0399936,-0.0415663
9564,9.564,-0.0399936,-0.0415663
9565,9.565,-0.0399936,-0.0415663
9566,9.566,-0.0399936,-0.0415663
9567,9.567,-0.0399936,-0.0415663
9568,9.568,-0.0399936,-0.0415663
9569,9.569,-0.0399936,-0.0415663
9570,9.57,-0.0399936,-0.0415663
9571,9.571,-0.0399936,-0.0415663
9572,9.572,-0.0399936,-0.0415663
9573,9.573,-0.0399936,-0.0415663
9574,9.574,-0.0399936,-0.0415663
9575,9.575,-0.0399936,-0.0415663
9576,9.576,-0.0399936,-0.0415663
9577,9.577,-0.0399936,-0.0415663
9578,9.578,-0.0399936,-0.0415663
9579,9.579,-0.0399936,-0.0415663
9580,9.58,-0.0399936,-0.0415663
9581,9.581,-0.0399936,-0.0415663
9582,9.582,-0.0399936,-0.0415663
9583,9.583,-0.0399936,-0.0415663
9584,9.584,-0.0399936,-0.0415663
9585,9.585,-0.0399936,-0.0415663
9586,9.586,-0.0399936,-0.0415663
9587,9.587,-0.0399936,-0.0415663
9588,9.588,-0.0399936,-0.0415663
9589,9.589,-0.0399936,-0.0415663
9590,9.59,-0.0399936,-0.0415663
9591,9.591,-0.0399936,-0.0415663
9592,9.592,-0.0399936,-0.0415663
9593,9.593,-0.0399936,-0.0415663
9594,9.594,-0.0399936,-0.0415663
9595,9.595,-0.0399936,-0.0415663
9596,9.596,-0.0399936,-0.0415663
9597,9.597,-0.0399936,-0.0415663
9598,9.598,-0.0399936,-0.0415663
9599,9.599,-0.0399936,-0.0415663
9600,9.6,-0.0399936,-0.0415663
9601,9.601,-0.0399936,-0.0415663
9602,9.602,-0.0399936,-0.0415663
9603,9.603,-0.0399936,-0.0415663
9604,9.604,-0.0399936,-0.0415663
9605,9.605,-0.0399936,-0.0415663
9606,9.606,-0.0399936,-0.0415663
9607,9.607,-0.0399936,-0.0415663
9608,9.608,-0.0399936,-0.0415663
9609,9.609,-0.0399936,-0.0415663
9610,9.61,-0.0399936,-0.0415663
9611,9.611,-0.0399936,-0.0415663
9612,9.612,-0.0399936,-0.0415663
9613,9.613,-0.0399936,-0.0415663
9614,9.614,-0.0399936,-0.0415663
9615,9.615,-0.0399936,-0.0415663
9616,9.616,-0.0399936,-0.0415663
9617,9.617,-0.0399936,-0.0415663
9618,9.618,-0.0399936,-0.0415663
9619,9.619,-0.0399936,-0.0415663
9620,9.62,-0.0399936,-0.0415663
9621,9.621,-0.0399936,-0.0415663
9622,9.622,-0.0399936,-0.0415663
9623,9.623,-0.0399936,-0.0415663
9624,9.624,-0.0399936,-0.0415663
9625,9.625,-0.0399936,-0.0415663
9626,9.626,-0.0399936,-0.0415663
9627,9.627,-0.0399936,-0.0415663
9628,9.628,-0.0399936,-0.0415663
9629,9.629,-0.0399936,-0.0415663
9630,9.63,-0.0399936,-0.0415663
9631,9.631,-0.0399936,-0.0415663
9632,9.632,-0.0399936,-0.0415663
9633,9.633,-0.0399936,-0.0415663
9634,9.634,-0.0399936,-0.0415663
9635,9.635,-0.0399936,-0.0415663
9636,9.636,-0.0399936,-0.0415663
9637,9.637,-0.0399936,-0.0415663
9638,9.638,-0.0399936,-0.0415663
9639,9.639,-0.0399936,-0.0415663
9640,9.64,-0.0399936,-0.0415663
9641,9.641,-0.0399936,-0.0415663
9642,9.642,-0.0399936,-0.0415663
9643,9.643,-0.0399936,-0.0415663
9644,9.644,-0.0399936,-0.0415663
9645,9.645,-0.0399936,-0.0415663
9646,9.646,-0.0399936,-0.0415663
9647,9.647,-0.0399936,-0.0415663
9648,9.648,-0.0399936,-0.0415663
9649,9.649,-0.0399936,-0.0415663
9650,9.65,-0.0399936,-0.0415663
9651,9.651,-0.0399936,-0.0415663
9652,9.652,-0.0399936,-0.0415663
9653,9.653,-0.0399936,-0.0415663
9654,9.654,-0.0399936,-0.0415663
9655,9.655,-0.0399936,-0.0415663
9656,9.656,-0.0399936,-0.0415663
9657,9.657,-0.0399936,-0.0415663
9658,9.658,-0.0399936,-0.0415663
9659,9.659,-0.0399936,-0.0415663
9660,9.66,-0.0399936,-0.0415663
9661,9.661,-0.0399936,-0.0415663
9662,9.662,-0.0399936,-0.0415663
9663,9.663,-0.0399936,-0.0415663
9664,9.664,-0.0399936,-0.0415663
9665,9.665,-0.0399936,-0.0415663
9666,9.666,-0.0399936,-0.0415663
9667,9.667,-0.0399936,-0.0415663
9668,9.668,-0.0399936,-0.0415663
9669,9.669,-0.0399936,-0.0415663
9670,9.67,-0.0399936,-0.0415663
9671,9.671,-0.0399936,-0.0415663
9672,9.672,-0.0399936,-0.0415663
9673,9.673,-0.0399936,-0.0415663
9674,9.674,-0.0399936,-0.0415663
9675,9.675,-0.0399936,-0.0415663
9676,9.676,-0.0399936,-0.0415663
9677,9.677,-0.0399936,-0.0415663
9678,9.678,-0.0399936,-0.0415663
9679,9.679,-0.0399936,-0.0415663
9680,9.68,-0.0399936,-0.0415663
9681,9.681,-0.0399936,-0.0415663
9682,9.682,-0.0399936,-0.0415663
9683,9.683,-0.0399936,-0.0415663
9684,9.684,-0.0399936,-0.0415663
9685,9.685,-0.0399936,-0.0415663
9686,9.686,-0.0399936,-0.0415663
9687,9.687,-0.0399936,-0.0415663
9688,9.688,-0.0399936,-0.0415663
9689,9.689,-0.0399936,-0.0415663
9690,9.69,-0.0399936,-0.0415663
9691,9.691,-0.0399936,-0.0415663
9692,9.692,-0.0399936,-0.0415663
9693,9.693,-0.0399936,-0.0415663
9694,9.694,-0.0399936,-0.0415663
9695,9.695,-0.0399936,-0.0415663
9696,9.696,-0.0399936,-0.0415663
9697,9.697,-0.0399936,-0.0415663
9698,9.698,-0.0399936,-0.0415663
9699,9.699,-0.0399936,-0.0415663
9700,9.7,-0.0399936,-0.0415663
9701,9.701,-0.0399936,-0.0415663
9702,9.702,-0.0399936,-0.0415663
9703,9.703,-0.0399936,-0.0415663
9704,9.704,-0.0399936,-0.0415663
9705,9.705,-0.0399936,-0.0415663
9706,9.706,-0.0399936,-0.0415663
9707,9.707,-0.0399936,-0.0415663
9708,9.708,-0.0399936,-0.0415663
9709,9.709,-0.0399936,-0.0415663
9710,9.71,-0.0399936,-0.0415663
9711,9.711,-0.0399936,-0.0415663
9712,9.712,-0.0399936,-0.0415663
9713,9.713,-0.0399936,-0.0415663
9714,9.714,-0.0399936,-0.0415663
9715,9.715,-0.0399936,-0.0415663
9716,9.716,-0.0399936,-0.0415663
9717,9.717,-0.0399936,-0.0415663
9718,9.718,-0.0399936,-0.0415663
9719,9.719,-0.0399936,-0.0415663
9720,9.72,-0.0399936,-0.0415663
9721,9.721,-0.0399936,-0.0415663
9722,9.722,-0.0399936,-0.0415663
9723,9.723,-0.0399936,-0.0415663
9724,9.724,-0.0399936,-0.0415663
9725,9.725,-0.0399936,-0.0415663
9726,9.726,-0.0399936,-0.0415663
9727,9.727,-0.0399936,-0.0415663
9728,9.728,-0.0399936,-0.0415663
9729,9.729,-0.0399936,-0.0415663
9730,9.73,-0.0399936,-0.0415663
9731,9.731,-0.0399936,-0.0415663
9732,9.732,-0.0399936,-0.0415663
9733,9.733,-0.0399936,-0.0415663
9734,9.734,-0.0399936,-0.0415663
9735,9.735,-0.0399936,-0.0415663
9736,9.736,-0.0399936,-0.0415663
9737,9.737,-0.0399936,-0.0415663
9738,9.738,-0.0399936,-0.0415663
9739,9.739,-0.0399936,-0.0415663
9740,9.74,-0.0399936,-0.0415663
9741,9.741,-0.0399936,-0.0415663
9742,9.742,-0.0399936,-0.0415663
9743,9.743,-0.0399936,-0.0415663
9744,9.744,-0.0399936,-0.0415663
9745,9.745,-0.0399936,-0.0415663
9746,9.746,-0.0399936,-0.0415663
9747,9.747,-0.0399936,-0.0415663
9748,9.748,-0.0399936,-0.0415663
9749,9.749,-0.0399936,-0.0415663
9750,9.75,-0.0399936,-0.0415663
9751,9.751,-0.0399936,-0.0415663
9752,9.752,-0.0399936,-0.0415663
9753,9.753,-0.0399936,-0.0415663
9754,9.754,-0.0399936,-0.0415663
9755,9.755,-0.0399936,-0.0415663
9756,9.756,-0.0399936,-0.0415663
9757,9.757,-0.0399936,-0.0415663
9758,9.758,-0.0399936,-0.0415663
9759,9.759,-0.0399936,-0.0415663
9760,9.76,-0.0399936,-0.0415663
9761,9.761,-0.0399936,-0.0415663
9762,9.762,-0.0399936,-0.0415663
9763,9.763,-0.0399936,-0.0415663
9764,9.764,-0.0399936,-0.0415663
9765,9.765,-0.0399936,-0.0415663
9766,9.766,-0.0399936,-0.0415663
9767,9.767,-0.0399936,-0.0415663
9768,9.768,-0.0399936,-0.0415663
9769,9.769,-0.0399936,-0.0415663
9770,9.77,-0.0399936,-0.0415663
9771,9.771,-0.0399936,-0.0415663
9772,9.772,-0.0399936,-0.0415663
9773,9.773,-0.0399936,-0.0415663
9774,9.774,-0.0399936,-0.0415663
9775,9.775,-0.0399936,-0.0415663
9776,9.776,-0.0399936,-0.0415663
9777,9.777,-0.0399936,-0.0415663
9778,9.778,-0.0399936,-0.0415663
9779,9.779,-0.0399936,-0.0415663
9780,9.78,-0.0399936,-0.0415663
9781,9.781,-0.0399936,-0.0415663
9782,9.782,-0.0399936,-0.0415663
9783,9.783,-0.0399936,-0.0415663
9784,9.784,-0.0399936,-0.0415663
9785,9.785,-0.0399936,-0.0415663
9786,9.786,-0.0399936,-0.0415663
9787,9.787,-0.0399936,-0.0415663
9788,9.788,-0.0399936,-0.0415663
9789,9.789,-0.0399936,-0.0415663
9790,9.79,-0.0399936,-0.0415663
9791,9.791,-0.0399936,-0.0415663
9792,9.792,-0.0399936,-0.0415663
9793,9.793,-0.0399936,-0.0415663
9794,9.794,-0.0399936,-0.0415663
9795,9.795,-0.0399936,-0.0415663
9796,9.796,-0.0399936,-0.0415663
9797,9.797,-0.0399936,-0.0415663
9798,9.798,-0.0399936,-0.0415663
9799,9.799,-0.0399936,-0.0415663
9800,9.8,-0.0399936,-0.0415663
9801,9.801,-0.0399936,-0.0415663
9802,9.802,-0.0399936,-0.0415663
9803,9.803,-0.0399936,-0.0415663
9804,9.804,-0.0399936,-0.0415663
9805,9.805,-0.0399936,-0.0415663
9806,9.806,-0.0399936,-0.0415663
9807,9.807,-0.0399936,-0.0415663
9808,9.808,-0.0399936,-0.0415663
9809,9.809,-0.0399936,-0.0415663
9810,9.81,-0.0399936,-0.0415663
9811,9.811,-0.0399936,-0.0415663
9812,9.812,-0.0399936,-0.0415663
9813,9.813,-0.0399936,-0.0415663
9814,9.814,-0.0399936,-0.0415663
9815,9.815,-0.0399936,-0.0415663
9816,9.816,-0.0399936,-0.0415663
9817,9.817,-0.0399936,-0.0415663
9818,9.818,-0.0399936,-0.0415663
9819,9.819,-0.0399936,-0.0415663
9820,9.82,-0.0399936,-0.0415663
9821,9.821,-0.0399936,-0.0415663
9822,9.822,-0.0399936,-0.0415663
9823,9.823,-0.0399936,-0.0415663
9824,9.824,-0.0399936,-0.0415663
9825,9.825,-0.0399936,-0.0415663
9826,9.826,-0.0399936,-0.0415663
9827,9.827,-0.0399936,-0.0415663
9828,9.828,-0.0399936,-0.0415663
9829,9.829,-0.0399936,-0.0415663
9830,9.83,-0.0399936,-0.0415663
9831,9.831,-0.0399936,-0.0415663
9832,9.832,-0.0399936,-0.0415663
9833,9.833,-0.0399936,-0.0415663
9834,9.834,-0.0399936,-0.0415663
9835,9.835,-0.0399936,-0.0415663
9836,9.836,-0.0399936,-0.0415663
9837,9.837,-0.0399936,-0.0415663
9838,9.838,-0.0399936,-0.0415663
9839,9.839,-0.0399936,-0.0415663
9840,9.84,-0.0399936,-0.0415663
9841,9.841,-0.0399936,-0.0415663
9842,9.842,-0.0399936,-0.0415663
9843,9.843,-0.0399936,-0.0415663
9844,9.844,-0.0399936,-0.0415663
9845,9.845,-0.0399936,-0.0415663
9846,9.846,-0.0399936,-0.0415663
9847,9.847,-0.0399936,-0.0415663
9848,9.848,-0.0399936,-0.0415663
9849,9.849,-0.0399936,-0.0415663
9850,9.85,-0.0399936,-0.0415663
9851,9.851,-0.0399936,-0.0415663
9852,9.852,-0.0399936,-0.0415663
9853,9.853,-0.0399936,-0.0415663
9854,9.854,-0.0399936,-0.0415663
9855,9.855,-0.0399936,-0.0415663
9856,9.856,-0.0399936,-0.0415663
9857,9.857,-0.0399936,-0.0415663
9858,9.858,-0.0399936,-0.0415663
9859,9.859,-0.0399936,-0.0415663
9860,9.86,-0.0399936,-0.0415663
9861,9.861,-0.0399936,-0.0415663
9862,9.862,-0.0399936,-0.0415663
9863,9.863,-0.0399936,-0.0415663
9864,9.864,-0.0399936,-0.0415663
9865,9.865,-0.0399936,-0.0415663
9866,9.866,-0.0399936,-0.0415663
9867,9.867,-0.0399936,-0.0415663
9868,9.868,-0.0399936,-0.0415663
9869,9.869,-0.0399936,-0.0415663
9870,9.87,-0.0399936,-0.0415663
9871,9.871,-0.0399936,-0.0415663
9872,9.872,-0.0399936,-0.0415663
9873,9.873,-0.0399936,-0.0415663
9874,9.874,-0.0399936,-0.0415663
9875,9.875,-0.0399936,-0.0415663
9876,9.876,-0.0399936,-0.0415663
9877,9.877,-0.0399936,-0.0415663
9878,9.878,-0.0399936,-0.0415663
9879,9.879,-0.0399936,-0.0415663
9880,9.88,-0.0399936,-0.0415663
9881,9.881,-0.0399936,-0.0415663
9882,9.882,-0.0399936,-0.0415663
9883,9.883,-0.0399936,-0.0415663
9884,9.884,-0.0399936,-0.0415663
9885,9.885,-0.0399936,-0.0415663
9886,9.886,-0.0399936,-0.0415663
9887,9.887,-0.0399936,-0.0415663
9888,9.888,-0.0399936,-0.0415663
9889,9.889,-0.0399936,-0.0415663
9890,9.89,-0.0399936,-0.0415663
9891,9.891,-0.0399936,-0.0415663
9892,9.892,-0.0399936,-0.0415663
9893,9.893,-0.0399936,-0.0415663
9894,9.894,-0.0399936,-0.0415663
9895,9.895,-0.0399936,-0.0415663
9896,9.896,-0.0399936,-0.0415663
9897,9.897,-0.0399936,-0.0415663
9898,9.898,-0.0399936,-0.0415663
9899,9.899,-0.0399936,-0.0415663
9900,9.9,-0.0399936,-0.0415663
9901,9.901,-0.0399936,-0.0415663
9902,9.902,-0.0399936,-0.0415663
9903,9.903,-0.0399936,-0.0415663
9904,9.904,-0.0399936,-0.0415663
9905,9.905,-0.0399936,-0.0415663
9906,9.906,-0.0399936,-0.0415663
9907,9.907,-0.0399936,-0.0415663
9908,9.908,-0.0399936,-0.0415663
9909,9.909,-0.0399936,-0.0415663
9910,9.91,-0.0399936,-0.0415663
9911,9.911,-0.0399936,-0.0415663
9912,9.912,-0.0399936,-0.0415663
9913,9.913,-0.0399936,-0.0415663
9914,9.914,-0.0399936,-0.0415663
9915,9.915,-0.0399936,-0.0415663
9916,9.916,-0.0399936,-0.0415663
9917,9.917,-0.0399936,-0.0415663
9918,9.918,-0.0399936,-0.0415663
9919,9.919,-0.0399936,-0.0415663
9920,9.92,-0.0399936,-0.0415663
9921,9.921,-0.0399936,-0.0415663
9922,9.922,-0.0399936,-0.0415663
9923,9.923,-0.0399936,-0.0415663
9924,9.924,-0.0399936,-0.0415663
9925,9.925,-0.0399936,-0.0415663
9926,9.926,-0.0399936,-0.0415663
9927,9.927,-0.0399936,-0.0415663
9928,9.928,-0.0399936,-0.0415663
9929,9.929,-0.0399936,-0.0415663
9930,9.93,-0.0399936,-0.0415663
9931,9.931,-0.0399936,-0.0415663
9932,9.932,-0.0399936,-0.0415663
9933,9.933,-0.0399936,-0.0415663
9934,9.934,-0.0399936,-0.0415663
9935,9.935,-0.0399936,-0.0415663
9936,9.936,-0.0399936,-0.0415663
9937,9.937,-0.0399936,-0.0415663
9938,9.938,-0.0399936,-0.0415663
9939,9.939,-0.0399936,-0.0415663
9940,9.94,-0.0399936,-0.0415663
9941,9.941,-0.0399936,-0.0415663
9942,9.942,-0.0399936,-0.0415663
9943,9.943,-0.0399936,-0.0415663
9944,9.944,-0.0399936,-0.0415663
9945,9.945,-0.0399936,-0.0415663
9946,9.946,-0.0399936,-0.0415663
9947,9.947,-0.0399936,-0.0415663
9948,9.948,-0.0399936,-0.0415663
9949,9.949,-0.0399936,-0.0415663
9950,9.95,-0.0399936,-0.0415663
9951,9.951,-0.0399936,-0.0415663
9952,9.952,-0.0399936,-0.0415663
9953,9.953,-0.0399936,-0.0415663
9954,9.954,-0.0399936,-0.0415663
9955,9.955,-0.0399936,-0.0415663
9956,9.956,-0.0399936,-0.0415663
9957,9.957,-0.0399936,-0.0415663
9958,9.958,-0.0399936,-0.0415663
9959,9.959,-0.0399936,-0.0415663
9960,9.96,-0.0399936,-0.0415663
9961,9.961,-0.0399936,-0.0415663
9962,9.962,-0.0399936,-0.0415663
9963,9.963,-0.0399936,-0.0415663
9964,9.964,-0.0399936,-0.0415663
9965,9.965,-0.0399936,-0.0415663
9966,9.966,-0.0399936,-0.0415663
9967,9.967,-0.0399936,-0.0415663
9968,9.968,-0.0399936,-0.0415663
9969,9.969,-0.0399936,-0.0415663
9970,9.97,-0.0399936,-0.0415663
9971,9.971,-0.0399936,-0.0415663
9972,9.972,-0.0399936,-0.0415663
9973,9.973,-0.0399936,-0.0415663
9974,9.974,-0.0399936,-0.0415663
9975,9.975,-0.0399936,-0.0415663
9976,9.976,-0.0399936,-0.0415663
9977,9.977,-0.0399936,-0.0415663
9978,9.978,-0.0399936,-0.0415663
9979,9.979,-0.0399936,-0.0415663
9980,9.98,-0.0399936,-0.0415663
9981,9.981,-0.0399936,-0.0415663
9982,9.982,-0.0399936,-0.0415663
9983,9.983,-0.0399936,-0.0415663
9984,9.984,-0.0399936,-0.0415663
9985,9.985,-0.0399936,-0.0415663
9986,9.986,-0.0399936,-0.0415663
9987,9.987,-0.0399936,-0.0415663
9988,9.988,-0.0399936,-0.0415663
9989,9.989,-0.0399936,-0.0415663
9990,9.99,-0.0399936,-0.0415663
9991,9.991,-0.0399936,-0.0415663
9992,9.992,-0.0399936,-0.0415663
9993,9.993,-0.0399936,-0.0415663
9994,9.994,-0.0399936,-0.0415663
9995,9.995,-0.0399936,-0.0415663
9996,9.996,-0.0399936,-0.0415663
9997,9.997,-0.0399936,-0.0415663
9998,9.998,-0.0399936,-0.0415663
9999,9.999,-0.0399936,-0.0415663
10000,10,-0.0399936,-0.0415663
10001,10.001,-0.0399936,-0.0415663
10002,10.002,-0.0399936,-0.0415663
10003,10.003,-0.0399936,-0.0415663
10004,10.004,-0.0399936,-0.0415663
10005,10.005,-0.0399936,-0.0415663
10006,10.006,-0.0399936,-0.0415663
10007,10.007,-0.0399936,-0.0415663
10008,10.008,-0.0399936,-0.0415663
10009,10.009,-0.0399936,-0.0415663
10010,10.01,-0.0399936,-0.0415663
10011,10.011,-0.0399936,-0.0415663
10012,10.012,-0.0399936,-0.0415663
10013,10.013,-0.0399936,-0.0415663
10014,10.014,-0.0399936,-0.0415663
10015,10.015,-0.0399936,-0.0415663
10016,10.016,-0.0399936,-0.0415663
10017,10.017,-0.0399936,-0.0415663
10018,10.018,-0.0399936,-0.0415663
10019,10.019,-0.0399936,-0.0415663
10020,10.02,-0.0399936,-0.0415663
10021,10.021,-0.0399936,-0.0415663
10022,10.022,-0.0399936,-0.0415663
10023,10.023,-0.0399936,-0.0415663
10024,10.024,-0.0399936,-0.0415663
10025,10.025,-0.0399936,-0.0415663
10026,10.026,-0.0399936,-0.0415663
10027,10.027,-0.0399936,-0.0415663
10028,10.028,-0.0399936,-0.0415663
10029,10.029,-0.0399936,-0.0415663
10030,10.03,-0.0399936,-0.0415663
10031,10.031,-0.0399936,-0.0415663
10032,10.032,-0.0399936,-0.0415663
10033,10.033,-0.0399936,-0.0415663
10034,10.034,-0.0399936,-0.0415663
10035,10.035,-0.0399936,-0.0415663
10036,10.036,-0.0399936,-0.0415663
10037,10.037,-0.0399936,-0.0415663
10038,10.038,-0.0399936,-0.0415663
10039,10.039,-0.0399936,-0.0415663
10040,10.04,-0.0399936,-0.0415663
10041,10.041,-0.0399936,-0.0415663
10042,10.042,-0.0399936,-0.0415663
10043,10.043,-0.0399936,-0.0415663
10044,10.044,-0.0399936,-0.0415663
10045,10.045,-0.0399936,-0.0415663
10046,10.046,-0.0399936,-0.0415663
10047,10.047,-0.0399936,-0.0415663
10048,10.048,-0.0399936,-0.0415663
10049,10.049,-0.0399936,-0.0415663
10050,10.05,-0.0399936,-0.0415663
10051,10.051,-0.0399936,-0.0415663
10052,10.052,-0.0399936,-0.0415663
10053,10.053,-0.0399936,-0.0415663
10054,10.054,-0.0399936,-0.0415663
10055,10.055,-0.0399936,-0.0415663
10056,10.056,-0.0399936,-0.0415663
10057,10.057,-0.0399936,-0.0415663
10058,10.058,-0.0399936,-0.0415663
10059,10.059,-0.0399936,-0.0415663
10060,10.06,-0.0399936,-0.0415663
10061,10.061,-0.0399936,-0.0415663
10062,10.062,-0.0399936,-0.0415663
10063,10.063,-0.0399936,-0.0415663
10064,10.064,-0.0399936,-0.0415663
10065,10.065,-0.0399936,-0.0415663
10066,10.066,-0.0399936,-0.0415663
10067,10.067,-0.0399936,-0.0415663
10068,10.068,-0.0399936,-0.0415663
10069,10.069,-0.0399936,-0.0415663
10070,10.07,-0.0399936,-0.0415663
10071,10.071,-0.0399936,-0.0415663
10072,10.072,-0.0399936,-0.0415663
10073,10.073,-0.0399936,-0.0415663
10074,10.074,-0.0399936,-0.0415663
10075,10.075,-0.0399936,-0.0415663
10076,10.076,-0.0399936,-0.0415663
10077,10.077,-0.0399936,-0.0415663
10078,10.078,-0.0399936,-0.0415663
10079,10.079,-0.0399936,-0.0415663
10080,10.08,-0.0399936,-0.0415663
10081,10.081,-0.0399936,-0.0415663
10082,10.082,-0.0399936,-0.0415663
10083,10.083,-0.0399936,-0.0415663
10084,10.084,-0.0399936,-0.0415663
10085,10.085,-0.0399936,-0.0415663
10086,10.086,-0.0399936,-0.0415663
10087,10.087,-0.0399936,-0.0415663
10088,10.088,-0.0399936,-0.0415663
10089,10.089,-0.0399936,-0.0415663
10090,10.09,-0.0399936,-0.0415663
10091,10.091,-0.0399936,-0.0415663
10092,10.092,-0.0399936,-0.0415663
10093,10.093,-0.0399936,-0.0415663
10094,10.094,-0.0399936,-0.0415663
10095,10.095,-0.0399936,-0.0415663
10096,10.096,-0.0399936,-0.0415663
10097,10.097,-0.0399936,-0.0415663
10098,10.098,-0.0399936,-0.0415663
10099,10.099,-0.0399936,-0.0415663
10100,10.1,-0.0399936,-0.0415663
10101,10.101,-0.0399936,-0.0415663
10102,10.102,-0.0399936,-0.0415663
10103,10.103,-0.0399936,-0.0415663
10104,10.104,-0.0399936,-0.0415663
10105,10.105,-0.0399936,-0.0415663
10106,10.106,-0.0399936,-0.0415663
10107,10.107,-0.0399936,-0.0415663
10108,10.108,-0.0399936,-0.0415663
10109,10.109,-0.0399936,-0.0415663
10110,10.11,-0.0399936,-0.0415663
10111,10.111,-0.0399936,-0.0415663
10112,10.112,-0.0399936,-0.0415663
10113,10.113,-0.0399936,-0.0415663
10114,10.114,-0.0399936,-0.0415663
10115,10.115,-0.0399936,-0.0415663
10116,10.116,-0.0399936,-0.0415663
10117,10.117,-0.0399936,-0.0415663
10118,10.118,-0.0399936,-0.0415663
10119,10.119,-0.0399936,-0.0415663
10120,10.12,-0.0399936,-0.0415663
10121,10.121,-0.0399936,-0.0415663
10122,10.122,-0.0399936,-0.0415663
10123,10.123,-0.0399936,-0.0415663
10124,10.124,-0.0399936,-0.0415663
10125,10.125,-0.0399936,-0.0415663
10126,10.126,-0.0399936,-0.0415663
10127,10.127,-0.0399936,-0.0415663
10128,10.128,-0.0399936,-0.0415663
10129,10.129,-0.0399936,-0.0415663
10130,10.13,-0.0399936,-0.0415663
10131,10.131,-0.0399936,-0.0415663
10132,10.132,-0.0399936,-0.0415663
10133,10.133,-0.0399936,-0.0415663
10134,10.134,-0.0399936,-0.0415663
10135,10.135,-0.0399936,-0.0415663
10136,10.136,-0.0399936,-0.0415663
10137,10.137,-0.0399936,-0.0415663
10138,10.138,-0.0399936,-0.0415663
10139,10.139,-0.0399936,-0.0415663
10140,10.14,-0.0399936,-0.0415663
10141,10.141,-0.0399936,-0.0415663
10142,10.142,-0.0399936,-0.0415663
10143,10.143,-0.0399936,-0.0415663
10144,10.144,-0.0399936,-0.0415663
10145,10.145,-0.0399936,-0.0415663
10146,10.146,-0.0399936,-0.0415663
10147,10.147,-0.0399936,-0.0415663
10148,10.148,-0.0399936,-0.0415663
10149,10.149,-0.0399936,-0.0415663
10150,10.15,-0.0399936,-0.0415663
10151,10.151,-0.0399936,-0.0415663
10152,10.152,-0.0399936,-0.0415663
10153,10.153,-0.0399936,-0.0415663
10154,10.154,-0.0399936,-0.0415663
10155,10.155,-0.0399936,-0.0415663
10156,10.156,-0.0399936,-0.0415663
10157,10.157,-0.0399936,-0.0415663
10158,10.158,-0.0399936,-0.0415663
10159,10.159,-0.0399936,-0.0415663
10160,10.16,-0.0399936,-0.0415663
10161,10.161,-0.0399936,-0.0415663
10162,10.162,-0.0399936,-0.0415663
10163,10.163,-0.0399936,-0.0415663
10164,10.164,-0.0399936,-0.0415663
10165,10.165,-0.0399936,-0.0415663
10166,10.166,-0.0399936,-0.0415663
10167,10.167,-0.0399936,-0.0415663
10168,10.168,-0.0399936,-0.0415663
10169,10.169,-0.0399936,-0.0415663
10170,10.17,-0.0399936,-0.0415663
10171,10.171,-0.0399936,-0.0415663
10172,10.172,-0.0399936,-0.0415663
10173,10.173,-0.0399936,-0.0415663
10174,10.174,-0.0399936,-0.0415663
10175,10.175,-0.0399936,-0.0415663
10176,10.176,-0.0399936,-0.0415663
10177,10.177,-0.0399936,-0.0415663
10178,10.178,-0.0399936,-0.0415663
10179,10.179,-0.0399936,-0.0415663
10180,10.18,-0.0399936,-0.0415663
10181,10.181,-0.0399936,-0.0415663
10182,10.182,-0.0399936,-0.0415663
10183,10.183,-0.0399936,-0.0415663
10184,10.184,-0.0399936,-0.0415663
10185,10.185,-0.0399936,-0.0415663
10186,10.186,-0.0399936,-0.0415663
10187,10.187,-0.0399936,-0.0415663
10188,10.188,-0.0399936,-0.0415663
10189,10.189,-0.0399936,-0.0415663
10190,10.19,-0.0399936,-0.0415663
10191,10.191,-0.0399936,-0.0415663
10192,10.192,-0.0399936,-0.0415663
10193,10.193,-0.0399936,-0.0415663
10194,10.194,-0.0399936,-0.0415663
10195,10.195,-0.0399936,-0.0415663
10196,10.196,-0.0399936,-0.0415663
10197,10.197,-0.0399936,-0.0415663
10198,10.198,-0.0399936,-0.0415663
10199,10.199,-0.0399936,-0.0415663
10200,10.2,-0.0399936,-0.0415663
10201,10.201,-0.0399936,-0.0415663
10202,10.202,-0.0399936,-0.0415663
10203,10.203,-0.0399936,-0.0415663
10204,10.204,-0.0399936,-0.0415663
10205,10.205,-0.0399936,-0.0415663
10206,10.206,-0.0399936,-0.0415663
10207,10.207,-0.0399936,-0.0415663
10208,10.208,-0.0399936,-0.0415663
10209,10.209,-0.0399936,-0.0415663
10210,10.21,-0.0399936,-0.0415663
10211,10.211,-0.0399936,-0.0415663
